Context,Question,Answer,Category
Issuance of those warrants will be at the rate of one-third warrant for each warrant exercised. ,What will happen happen after the warrants can be exercised?,"Issuance, be",1
"""The Palestinian Authority is not functioning in the Gaza Strip, there is no guiding hand,"" Mofaz was quoted as saying by the Yediot Aharonot daily. ""The Palestinian security forces are not obeying the instructions of the PA chairman (Abbas).",What happened after Mofaz said something?,quoted,1
"Late Monday, U.S. State Department officials said that travel visas had been approved for Elian's father, Juan Miguel Gonzalez, his immediate family and three other people _ a pediatrician, a psychologist and one of Elian's favorite cousins. The group might come to the U.S. as soon as Tuesday, according to unconfirmed media reports.",What will occur after Monday?,"come, Tuesday",1
"Meanwhile, the U.S. hopes, economic sanctions and an international arms embargo will remain in effect until Iraq pays war reparations to Kuwait to cover war damages. That would undermine any chances of rebuilding either Iraq or its armed forces in short order as long as Saddam Hussein remains in power.",What event has already finished?,,1
"Italy dispatched 3,000 troops to Iraq in 2003 after the U.S.-led invasion of the Gulf state. ",What will happen in the future?,,1
"A political prisoner convicted to two years in jail for ""public insult"" to Belarus's iron-fisted leader Alexander Lukashenko was denied a requested one-day leave to attend his father's funeral, his family said. Valery Levonevsky, leader of the entrepreneurs' strike committee, was only allowed to phone home to voice his condolences, his son Vladimir told AFP late Thursday, saying the jail administration justified their decision by ""repeated violations of regime"" by Levonevsky.",What happened after something was justified?,"told, saying",1
"""To strengthen unity and cooperation with Africa is a key principle guiding China's foreign policy. China will continue to support Africa in implementing the new partnership for Africa's Development and in its effort to strengthen itself through unity, achieve peace and stability and economic revitalization in the region and raise its international standing,"" Hu said.","According to the speaker, what will happen while Africa works to raise its international standing?","continue, support, implementing, strengthen, effort, achieve, raise",1
"Tshisekedi, a long-time opponent of President Mobutu Sese Seko, made it clear in his first day in office Thursday that he would take up and finish his old political battles with the head of state. He snubbed Mobutu by not giving a single job in his 24-member government to supporters of the president, and then compounded that by offering six to Laurent-Desire Kabila's rebels, including defence.",What event has already finished?,"made, snubbed, compounded, offering",1
"Colonel Collins has been the co-pilot before, but this time she's the boss. Here's ABC's Ned Potter.",What will happen in the future?,,1
"Over 1,100 representatives from leading multi-national corporations of the Asia-Pacific region gathered in Hanoi Friday, kicking off the two-day Asia-Pacific Economic Cooperation (APEC) forum's CEO Summit. The summit is considered the biggest event of the business community of the region in 2006.",What is happening after the kick off?,Summit,1
"The combined operations are designed to isolate and strangle Iraq until it retreats from Kuwait. The quarantine hopes to staunch the flow of Iraqi oil, which is Iraq's economic lifeblood, and clamp down on food and supplies going in.",What event has already happened?,"designed, operations",1
"The 20-year-old World Cup-winner had a rollercoaster run with birdies on the second, bogey on the third and birdie again on the fourth. But she double-bogeyed the par-three eighth hole and dropped another shot on nine.",What happened after she double-bogeyed?,"dropped, shot",1
"The Justice Department has emphasized that the government's fee-forfeiture power is to be used sparingly. According to department policy, prosecutors must make a strong showing that lawyers' fees came from assets tainted by illegal profits before any attempts at seizure are made.",What event has begun but has not finished?,,1
"The construction of the transnational oil pipeline signifies that the energy cooperation between China and Kazakhstan has stepped into a new phase, said Yin Juntai, deputy general-manager of China Petroleum Exploration and Development Company. He said currently the CNPC has 53 projects in 21 countries, including three exploration projects, four oilfields and two pipeline projects in Kazakhstan.",What will happen in the future?,,1
"The first state television channel said two people died, three went missing and nine were hurt in the accident, the first fatal one on the construction site. Construction on the 12-kilometer (seven-mile) bridge, Europe's longest, began three years ago.",What happened after the construction of the bridge began?,"said, died, missing, hurt, accident, fatal, site",1
"About 200 Americans _ nonessential U.S. Embassy staff and their families _ left Pakistan today on orders from Washington following a ``pattern of threats'' against Americans there since the Africa bombings. The diplomats were flown to Brussels, Belgium.",What happened after the families left Pakistan?,flown,1
"With a UN-monitored ceasefire holding since 1991, a resolution to the conflict which has festered for 22 years since Spain's withdrawal from the territory has been put on the international community's back burner for the past year. During his mission, the 66-year-old Texan diplomat will hold talks with Moroccan and Polisario Front leaders and meet with officials in Algiers and in Nouakchott, the capital of neighboring Mauritania.",What event started before the conflict?,,1
"Tueni, a Greek Orthodox who turned An-Nahar (Today) into a veritable anti-Syrian tribunal, became an MP after elections in May and June which gave anti-Syrian parties a majority. Another An-Nahar journalist, Samir Kassir, was killed in June and one reporter with the paper said Monday: ""We are all afraid.""",What event has already finished?,"turned, became, elections, gave, killed, said",1
"Police confirmed Friday that the body found along a highway in this municipality 15 miles south of San Juan belonged to Jorge Hernandez, 49. Hernandez was kidnapped from his small, neighborhood store in the town of Trujillo Alto at 10 p.m. Wednesday, police said.",What event has begun but has not finished?,,1
That result gives the party an initial 24 seats in the 147-seat future national assembly as a result of the first-round polling which took place on April 13. The second -- and far more controversial -- round will take place on April 27.,What will happen in the future?,"round, take",1
"""We will certainly look at that idea, work with the people of Lebanon, the government of Lebanon and all those who want to see accountability for this crime and for past crimes,"" said deputy spokesman Adam Ereli. He said Rice discussed the Tueni killing Monday by phone with Foreign Minister Philippe Douste-Blazy of France, which has helped Washington spearhead the move to end Syrian influence in Lebanon.",What event has begun but has not finished?,"influence, move",1
"Together with its derivatives, the Kalashnikov rifle has been used by the police and armies of 55 countries and an assortment of guerrillas, terrorists and just plain thugs around the globe. Seventy-five million copies of the rifle have been built since it entered production in February 1947, making it history's most widely distributed weapon.",What happened before something was used?,entered,1
"""Abu Mazen's call is a provocation and a coup d'etat against legitimacy and democracy,"" a Hamas spokesman, Ismail Radwan, cried to the crowd, referring to Abbas by his widely-used monicker. ""The government is not responsible for the boycott"" of the international community, he said.",What began before Ismail Radwan's cry?,"call, is, provocation, coup, boycott, is",1
The Iraqi ambassador to Greece said in Athens the Americans and other stranded foreigners could leave ``as soon as the threats from the United States and its allies are eliminated.'' ABC quoted an Iraqi Foreign Ministry official in Baghdad as saying Americans in Iraq are ``restrictees'' who will stay there until the crisis ends.,What will happen in the future?,,1
"The transaction has been approved by Kyle's board, but requires the approval of the company's shareholders. Kyle manufactures electronic components.",What has happened since the transaction?,approved,1
"They all give their opinions, they all discuss, and in the end, if I don't see a true majority consensus, no conclusion is reached, unless it's an emergency."" With 609 members, the National Assembly of People's Power (ANPP) gives some hints at the future leadership.",What happens before I see something?,"give, discuss",1
"The job figures for January extended a surge in employment gains that began last fall, just when the labor market had showed signs of cooling. After accounting for a small downward revision Friday to December's figures, the economy has been creating jobs at a rate of 358,000 a month for the last four months _ and 381,000 over the last three months _ after averaging 242,000 for the first nine months of 1997.",What will happen in the future?,,1
"An experimental vaccine developed by GlaxoSmithKline that targets two viruses responsible for 70 percent of uterine cancer cases triggers twice the immune response in girls aged 10 to 14 than in those aged 15 to 24, the British pharmaceutical firm said Saturday. The results of phase 3 clinical trials were presented at an annual conference on infectious diseases under way this weekend in Washington.",What happened after the vaccine was developed?,"said, results, trials, presented",1
"The event is the second phase of the first-ever joint Sino-American search-and-rescue exercises, agreed on by Chinese and U.S. military leaders. The first phase in September consisted of communications and passing exercises held in the waters off Hawaii.",What happened before the event?,"phase, consisted, communications, exercises, held, agreed",1
"Steel plates recovered at the Olympic park bombing appear to match those found at the abortion clinic bombing in Atlanta. Those plates may have come from a machine shop in north Carolina, where a friend of Rudolph worked.",What happened while something was recovered?,,1
"The summit is an annual event that gives business leaders from the Asia-Pacific region to participate in highly interactive discussions on regional and global economic and trade issues with APEC Economic Leaders, economists, policy makers and fellow business leaders. The theme of this year's APEC CEO Summit is: ""Entrepreneurship and Prosperity: Building a Successful Partnership in the Asia-Pacific Region.""",What happens while business leaders are being given something?,"summit, event",1
"""When completed, the hydropower station will slightly raise the water levels of the two tributaries and the humidity of the natural reserve will also rise,"" said Gyina, adding that this will help the growth of the subtropical wildlife in the area, especially the 12,000 hectares of bamboos that giant pandas feast on. The Xiluodu hydropower station will replace local thermal power plants, which means 41 million tons less coal burnt each year, said the official.",What happens at the same time that the water levels are raised?,"rise, help, growth",1
"With a UN-monitored ceasefire holding since 1991, a resolution to the conflict which has festered for 22 years since Spain's withdrawal from the territory has been put on the international community's back burner for the past year. During his mission, the 66-year-old Texan diplomat will hold talks with Moroccan and Polisario Front leaders and meet with officials in Algiers and in Nouakchott, the capital of neighboring Mauritania.",What will happen during the diplomatic mission?,"hold, talks, meet",1
"It did not give the soldier's nationality or any more details but most of the troops in the province are British. Separately on Tuesday, the US-led coalition and the Afghan army killed four suspected Taliban militants in eastern Afghanistan, the coalition said in a statement.",What event has begun but has not finished?,are,1
"Lawyer Penny Easton, who was named in the petition, committed suicide four days after it was tabled. Lawrence was premier of the state before entering federal politics.",What took place after Easton was named?,committed,1
"The summit is an annual event that gives business leaders from the Asia-Pacific region to participate in highly interactive discussions on regional and global economic and trade issues with APEC Economic Leaders, economists, policy makers and fellow business leaders. The theme of this year's APEC CEO Summit is: ""Entrepreneurship and Prosperity: Building a Successful Partnership in the Asia-Pacific Region.""",What will happen in the future?,,1
"The UN-proposed referendum would determine whether Western Sahara should become part of Morocco or an independent state. With a UN-monitored ceasefire holding since 1991, a resolution to the conflict which has festered for 22 years since Spain's withdrawal from the territory has been put on the international community's back burner for the past year.",What happened after Spain's withdrawal?,"since, UN-proposed, conflict",1
"She also said the bombings would not prevent the United States from building ""a strong new relationship with a new Africa."" Egyptian Ambassador Ahmed Maher el-Sayed, on behalf of the African envoys, condemned the ""cowardly, criminal and tragic"" bombings.",What event has begun but has not finished?,,1
"But that standoff became less important in the eyes of Cuban Americans here after Castro announced Wednesday that the boy's father, Juan Miguel Gonzalez, is ready to travel to the United States to take his son home. Gonzalez's lawyer, Greg Craig, asked for a visa Thursday for his client for the expected visit, but was told by U.S. State Department officials that Gonzalez himself had to apply for the visa at the U.S. diplomatic mission in Havana.",What will probably not happen in the future?,,1
"The men appeared in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had finished her cleaning and was waiting for her clothes to dry, detectives said. ``It looks as though they panicked,'' a detective, speaking on condition of anonymity, said of the robbers.",What happened before the men appeared?,"finished, cleaning",1
"The Soviet Foreign Ministry said Soviet women, children and invalids would be permitted to leave Iraq. Spokesman Yuri Gremitskikh said the first group of 230 evacuees was assembling in Baghdad today, but evacuation plans were hampered by desert heat and lack of transportation.",According to the Soviet Foreign Ministry what could begin to occur after the announcement?,"permitted, leave, evacuation",1
"She made a lowly 19 percent of her second serves, while Mauresmo 's first-serve percentage was 81. Pierce led 4-0 before Davenport won three straight points.",What part of the match took place first?,first-serve,1
"Under the club's statutes, any name change has to be supported by 75 percent of those voting in a ballot. The motion to drop the royal patronage garnered 2,542 votes, with 1,719 against, or just under 60 percent support.",What will happen in the future?,,1
"In a letter to Kenya Football Federation (KFF), FIFA deputy general secretary Michael Schallhart said the football world governing body had launched immediate probe into the exercise. ""The FIFA Referees Committee has decided to suspend the lists of nominations submitted by Kenya Football Federation (KFF) until further notice,"" Schallart said in a letter to KFF.",What event has begun but has not finished?,"probe, suspend",1
"A total of 600,000 voters have been registered in Chechnya for the polls, which will elect 58 deputies to the bicameral parliament -- the 18-seat Republican Council (upper house) and the 40-seat People's Assembly (lower house). The election has drawn 342 candidates from eight parties.",What event had started before the election began?,registered,1
The budget was unveiled at the end of February by the previous United Front coalition headed by H.D. Deve Gowda.,What started before the budget was unveiled?,headed,1
"Japan invested 170 million dollars in India last year, less than three percent of the amount it invested in China, according to official Japanese figures. Japan had shown initial enthusiasm when India ended five decades of rigid protectionism in 1991.",What did Japan do before India ended protectionism?,,1
"Russia's Soyuz launcher is to be used as a medium-sized option when launched from the ESA centre in French Guyana from 2008-2009. The European Space Agency had been seeking to persuade member states to give preference to Europe-produced launchers, rather than cheaper alternatives in Russia and India, in order to support technology developed on the continent.",What will happen after Russia's Soyuz launcher is launched from the ESA centre?,used,1
"Spicer, 44, said he and his 65 mercenaries were recruited for 24 million pounds (39 million dollars) by the government of the South Sea nation to help overthrow a nine-year rebellion on the copper-rich island of Bougainville. He was arrested three weeks ago, was mistreated for six days and then placed under house arrest until charges against him were dropped, he told assembled reporters.",What happened before Spicer was arrested?,recruited,1
"After a short, sharp drop when Asia's financial problems first became clear, the stock market has rebounded and corporate profits have remained healthy. Long-term interest rates, an important indicator of economic stability, have fallen in the last few months.",What happened after the sharp drop?,"rebounded, remained, fallen",1
"As Jaguar's biggest holder and Britain's biggest car maker, Ford could turn up the heat by convening a special shareholders' meeting and urging holders to drop the limits early. Ford might succeed because many shareholders are speculators keen for a full bid or institutional investors unhappy over Jaguar management's handling of its current financial difficulties.",What might happen after Ford turns up the heat?,"drop, succeed",1
"Gen. Schwarzkopf said that some early reports that chemical weapons were used against allied troops turned out to be ""bogus."" Iraq is believed to have the ability to deliver chemical weapons in artillery shells or, perhaps, atop Soviet-made Frog7 missiles.",What event has already happened?,"said, used, be",1
"The official Guangzhou Daily newspaper did not give the name or title of the official or specify when he had been detained but said he had been arrested for his decision to open fire on the villagers' demonstration. China on Saturday broke its silence on the protest, acknowledging demonstrators were killed when police opened fire and put the death toll at three -- far fewer than the dozens described by residents.",What will happen after the demonstration began?,,1
"``Together, we promise to bring to justice the murderers of our friends,'' she told American and Tanzanian workers at the bomb-hit U.S. Embassy in Dar es Salaam, Tanzania. Officials in Tanzania and Kenya, where she arrived next, also hoped she would produce new aid for their countries, where the Aug. 7 terrorist blasts killed 257 people in Nairobi and Dar es Salaam.",What happened after she visited the U.S. embassy?,"arrived, hoped",1
"""This merger in no way lessens APL's commitment to the US flag and American seafaring labor,"" said APL president Timothy Rhein. APL officials said a separate US-owned company would manage the fleet, to ensure the vessels qould qualify for US subsidies under the Maritime Security Program and to be eligible for US military shipments.",What will happen before the merger according to APL officials?,,1
"The letter said the EU tariff of 176 euros per ton, which took effect on Jan. 1, had reduced Ecuador's market share in Europe by 6.4 percent, though the total tonnage of bananas has increased. The letter is the first step of an arbitration process.",What will happen in the future?,,1
"Meanwhile, a Russian cargo vessel in the southern Adriatic picked up around 20 Albanian refugees navigating the waters in a rubber dinghy. ",What happened while the cargo vessel was in the Southern Adriatic?,"picked, navigating",1
"Jerry Steinman, publisher of Beer Marketers Insights, a trade newsletter, said Anheuser's announcement means ""everybody else in the industry is going to have a difficult time reaching their profit objectives."" Prudential-Bache Securities Inc. analyst George E. Thompson downplayed the importance of the announcement, and called any comparison between the coming beer-industry tiff and the seemingly unending ""cola wars,"" unwarranted.",What will happen after the announcement?,"tiff, wars",1
"He will now be in charge of a diocese, with 14 priests, covering the 80 scattered islands in this Y-shaped archipelago. He is the first indigenous bishop since Vanuatu's catholic mission arrived here more than 110 years ago.",What happened after the bishop took charge of the diocese?,,1
"A false fire alarm went off at a state-run nuclear fuel reprocessing plant northeast of Tokyo Saturday, nearly four weeks after it leaked radioactive substances following a fire and explosion. The alarm sounded at about noon at a facility for mixing nuclear waste with asphalt at the plant in Tokai Mura, about 115 kilometres (70 miles) from Tokyo, the Power Reactor and Nuclear Fuel Development Corp. (Donen) said.",What will happen in the future?,,1
"But violence flared in the capital before the clampdown took full effect, killing at least seven people and wounding at least 30. Two US soldiers also died in separate attacks south of Baghdad and in the volatile western Sunni province of Al-Anbar.",What event has already finished?,"flared, clampdown, effect, killing, wounding, died, attacks",1
"The new company will attempt to limit the shipyard's losses, participants said. ""The situation is that the bankruptcy court will get out of the shipbuilding business.",What will happen in the future?,"attempt, limit, get",1
"In Paris the CAC 40 fell 0.12 percent to finish at 5,533.36, while in Frankfurt the Dax gained 0.04 percent to close at 6,611.81. ",What event happened after the Dax gained 0.04 percent?,close,1
"Various elements of the Jewish community are united on efforts to recover lost assets from Switzerland and elsewhere, but are frequently divided on how to do it and how to distribute the recovered monies afterwards. While the World Council represents thousands of Hasidic Jews, it has remained outside the fold of more mainstream Jewish organizations.",What has the World Council been doing while representing Hasidic Jews?,remained,1
QVC Network Inc. said it completed its acquisition of CVN Cos. for about $423 million. QVC agreed to pay $19 and one-eighth QVC share for each of CVN's 20 million fully diluted shares.,What will happen after QVC completed its acquisition?,pay,1
"Gonzalez had written a letter earlier this week to Attorney General Janet Reno, demanding Elian be returned to him and saying he did not recognize the courts hearing the custody battle. The Justice Department said it was reviewing that letter.",What happened after the letter was written?,said,1
"Australia has a profound problem as its polar waters are likely to be the next major target, but the area is at the maximum extreme of its fisheries protection services. The struggle comes ahead of a 43 nation conference next month in Christchurch on setting up environmental controls in the continent and re-defining the 1961 Antarctic Treaty which covers the area south of 60 degrees South latitude.",What event has begun but has not finished?,"has, problem, struggle, covers, Treaty",1
Israeli troops are continuing their military operation against Palestinian militants in the West Bank after an Islamic Jihad ( Holy War) suicide bomber from Jenin killed five Israelis last month. Palestinian sources said hundreds of Palestinians were arrested during the operation and the majority of the arrested are members of Hamas and Jihad.,What happened after the suicide bomber killed five Israelis?,"said, arrested, continuing",1
"Russia and Ukraine share similar cultures and languages, and Ukraine was ruled from Moscow for centuries. But while the two Slavic neighbors see themselves as natural partners, their relations since the breakup of the Soviet Union have been bedeviled by a number of disputes _ Black Sea naval bases, border problems and Ukraine's natural gas debts.",What will happen in the future?,,1
"Options under consideration reportedly include boosting the number of US soldiers in Iraq by between 20,000 and 50,000 to secure its chaotic capital, forge an alliance between moderate Iraqi Shiites and Sunnis at the expense of radicals on both sides, or even throwing the US lot with majority Shiites. But advocates of the ""victory-still-possible"" approach received a bucketful of cold water Sunday from one of the chief architects of the allied victory in the 1991 Gulf War, former chairman of the Joint Chiefs of Staff Colin Powell.",What event has begun but has not finished?,,1
"Nhek Bunchhay said he now believed Howes had been killed within a week of his capture by a Khmer Rouge faction loyal to Pol Pot, then the guerrilla group's leader. Pol Pot is considered responsible for the radical policies that led to the deaths of as many as 1.7 million Cambodians when the communist group held power in the late 1970s.",What happened before Pol Pot's group made policies?,"led, held",1
"Accused of fraud and human rights abuses during his 1973-1990 regime, Pinochet was first ordered under house arrest in late October on other charges only to be released on parole a few days later in deference to his advanced age and ill health. The latest arrest warrant by judge Victor Montiglio is linked to the disappearance of two security guards of socialist president Salvador Allende, who committed suicide during the September 1973 military coup.",What will happen in the future?,,1
"This would include improving technology for delivering financial services more efficiently and at lower cost and expanding the range and quality of financial products and services ""including those for the Islamic market"", the ADB said. The bank would also work to set up public-private partnerships, including reliable business and credit information systems as well as improved, reliable and lower-cost remittance services for overseas workers.",What event has begun but has not finished?,,1
"Officials at the rink in California approached the Rubidoux High School Madrigals just as they launched into ""God Rest Ye Merry Gentleman"" and requested the troupe immediately stop singing. Cohen later said she was stunned by the flap and never made a request to silence the singers.",What happened before Cohen said?,"requested, launched, approached, stunned",1
"The admission by Donaldson -- a respected party member who was Sinn Fein's head of administration during the brief life of the now suspended Northern Ireland Assembly -- sent shock waves across the British province and beyond. It came barely a week after Domaldson and two other men were acquitted of charges of spying for the IRA on the British government at Stormont, the seat of the power-sharing government in Belfast.",What happened after someone was acquitted?,"admission, suspended, sent, waves",1
"Pahad co-chaired peace talks that ended in South Africa Tuesday between Zairean rebels and the government. In Paris, foreign ministry spokesman Jacques Rummelhardt, asked if France still supported Mobutu, declared ""We do not support anyone.It is not a case of personality for us.",What event has already finished?,"co-chaired, talks, ended, Tuesday, Paris, asked, supported, declared, support",1
The push by APEC leaders to keep the momentum going is seen as important because the region represents nearly half of the world trade. But experts were not optimistic about the outcome of the WTO ministerial conference in Hong Kong next month.,What will happen after the conference?,outcome,1
"In a statement issued here Thursday, Oxfam appealed to the delegates attending the ongoing United Nations conference on climate change to save the lives of pastoral communities such as the Turkana of northern Kenya. ""Governments meeting at the UN climate change conference in Nairobi only have to look to a few hundred miles north to see how climate change is having an immediate and devastating effect on people's lives,"" said Antonio Hill, senior policy adviser of Oxfam.",What occured during the conference?,"statement, issued, appealed",1
Issuance of those warrants will be at the rate of one-third warrant for each warrant exercised. ,What will happen in the future?,"be, exercised, Issuance",1
"The media village will provide up to 6,000 rooms to accredited media during the Games. The whole project is due for completion at the beginning of 2008.",What event has begun but has not finished?,"due, project",1
"""Catastrophe losses of only 15 billion dollars will allow them to replenish their risk capital, depleted by record payments for hurricane damage in 2005 and 2004,"" it added. Reinsurers were hit with costs in excess of 75 billion dollars last year, according to Swiss Re's German peer, Munich Re.",What happened before the damage?,,1
"Afghanistan has been at war for twenty years, leaving a large part of the country's male population dead or in exile. The United Nations says women and children make up about seventy-five percent of the Afghan population.",What happens after the war started?,"leaving, says, make",1
"The father's response when learning that his boy was safe in Miami was ``take care of him until I can go, meaning go to the United States,'' Cid said. A group of Florida lawmakers introduced legislation this month to grant Elian American citizenship, which would take the decision about Elian's future away from INS and give it to a Florida family court.",What may happen after the father's response?,"go, go, grant, take, give",1
Work on London's Olympic Park for the 2012 Games got underway on Thursday. The site in the east end of England's capital city is being cleared of empty buildings to allow construction of the Park to begin.,What will begin while the site is cleared?,Work,1
"Chung, who suffers from diabetes, has had high blood pressure since he was jailed on January 31 on charges of embezzlement, tax evasion and bribery, he said. The jailed tycoon suffered a stroke and paralysis, the South's Yonhap News Agency reported.",What event has already finished?,"charges, embezzlement, evasion, bribery, suffered, stroke, paralysis, reported",1
"The action came in response to a petition filed by Timex Inc. for changes in the U.S. Generalized System of Preferences for imports from developing nations. Previously, watch imports were denied such duty-free treatment.",What happened after the petition was filed?,"action, came",1
"With a UN-monitored ceasefire holding since 1991, a resolution to the conflict which has festered for 22 years since Spain's withdrawal from the territory has been put on the international community's back burner for the past year. During his mission, the 66-year-old Texan diplomat will hold talks with Moroccan and Polisario Front leaders and meet with officials in Algiers and in Nouakchott, the capital of neighboring Mauritania.",What event started before the diplomatic mission?,"ceasefire, holding, conflict, festered, withdrawal, put",1
"CAIRO, Nov. 8 (Xinhua) -- Visiting UN Secretary-General Kofi Annan said Tuesday that the international organization is interested in pushing forward the Middle East peace process at all tracks. Annan, who arrived here late Monday, made the remarks at a press conference after talks with Egyptian Foreign Minister Ahmed Abul Gheit.",What happened before they arrived?,,1
"""I have a dream that one day, that one of them compete for South Africa in the Olympic games,"" he says. ",What event has begun but has not finished?,"have, dream",1
"However, the kidnappers' identity is still unknown as no one had claimed responsibility for the abduction, said the officials. For fear of more such abduction of its members, the local Red Cross office announced to suspend its activities in the area shortly before their release.",What event has begun but has not finished?,activities,1
"She said the move would result in a after-tax charge of less than $4 million to be spread over the next three quarters. By comparison, for the first nine months, Xerox earned $492 million, or $4.55 a share, on revenue of $12.97 billion.",What happened after earned?,move,1
"But Saturday, Kabila toughened his position, saying he only would meet Mobutu to discuss the conditions for the president's departure, while the head of state refuses to stand down. The rebels have seized all key cities apart from the capital Kinshasa and are seeking to oust Mobutu, ruler for the past 32 years.",What happened after the rebels seized key cities?,,1
"Mexico's president-elect Felipe Calderon, of the ruling National Action Party (PAN), named on Thursday the last four cabinet ministers who will assist him in his six-year term to start on Dec. 1. Calderon named Eduardo Medina Mora as Attorney General, Genaro Garcia Luna as Public Security Minister, Guillermo Galvan Galvan as Minister of National Defense and Mariano Francisco Sainez Mendoza as Navy Minister.",What happens before his term starts?,"named, named",1
Ungureanu arrived in China on Saturday at the invitation of Chinese Foreign Minister Li Zhaoxing. ,What event has begun but has not finished?,,1
"""Our expectations are that subscription would reach double the authorised capital in a short period of time given the large liquidity in the market. This could prompt shareholders to raise the paid-up capital,"" Ramahi said.",What might happen in the future?,"reach, prompt, raise",1
"He said Cuba has not prohibited Gonzalez from going to Miami to retrieve Elian, American attorneys -- and even American officials -- have counseled against it. ``We have gotten the same message from U.S. officials -- in private -- several times that it is not advisable for this man to appear in U.S. territory,'' said Alarcon.",What might happen after the American officials counseled against it?,"going, retrieve, appear",1
"Courtaulds' restructuring is among the largest thus far in Britain, though it is dwarfed by B.A.T Industries PLC's plans to spin roughly off #4 billion in assets to help fend off a takeover bid from Anglo-French financier Sir James Goldsmith. The divested Courtaulds textile operations had operating profit of #50 million on #980 million in revenue in the year ended March 31.",What is happening now?,"is, dwarfed",1
"West German and French authorities have cleared Dresdner Bank AG's takeover of a majority stake in Banque Internationale de Placement (BIP), Dresdner Bank said. The approval, which had been expected, permits West Germany's second-largest bank to acquire shares of the French investment bank.",What needed to happen before the German bank acquired shares of the French bank?,"cleared, approval",1
``This gives him the protection that he will not be repatriated to Cuba between now and Feb. 10.'',What would need to happen before he is repatriated?,be,1
"But he was followed by a 32-year-old off-duty police officer and three other male passengers who tackled him on the platform. The man lost consciousness and died later in the day in a nearby hospital, a police spokesman said.",What event has already finished?,"followed, tackled, lost, died, said",1
"People who remain in junk funds now could get hit again, some analysts and fund specialists say. Many funds in recent weeks and months have been selling their highest-quality junk issues, such as RJR Nabisco, to raise cash to meet expected redemptions.",What began after recent weeks?,"remain, say",1
Deve Gowda has been asked by the president to continue as caretaker prime minister until further notice. The speaker of the Indian lower house of parliament has warned the country would be plunged into a financial crisis if the budget was not passed before the deadline of May 14.,What happened after Deve Gowda has been asked by the president any not yet finished?,continue,1
"High hopes for designing an exit strategy are being placed on a bipartisan commission created by the US Congress known as the Iraq Study Group, a 10-member panel of Washington notables co-chaired by former US secretary of state James Baker. The panel's advice is a major chance for the president to overhaul his Iraq policy, even though the recommendations are nonbinding.",What might occur after the president overhaul his policy?,,1
"Spielberg and David Geffen, also of DreamWorks, are to produce four to six live-action films per year of the 14-16 films Paramount said it expects to make next year. DreamWorks Animation also announced that it had struck a seven-year deal to distribute its films in theaters, television and home DVD and video players worldwide.",What will happen in the future?,"produce, make, distribute",1
"Between 1999 and late 2005, the Red Cross made 453 visits to prisons and labor camps across Myanmar, one of the world's poorest and most isolated nations and with a dismal human rights record. The Red Cross said it had 332 staff in Myanmar, including 54 expatriates, last year.",What happened while the Red Cross visited?,"made, isolated, record",1
"The action came in response to a petition filed by Timex Inc. for changes in the U.S. Generalized System of Preferences for imports from developing nations. Previously, watch imports were denied such duty-free treatment.",What event has begun but has not finished?,changes,1
Israeli troops are continuing their military operation against Palestinian militants in the West Bank after an Islamic Jihad ( Holy War) suicide bomber from Jenin killed five Israelis last month. Palestinian sources said hundreds of Palestinians were arrested during the operation and the majority of the arrested are members of Hamas and Jihad.,What happened during the operation?,"arrested, said",1
"In January this year, British police officers who had been searching for Howes concluded he had probably been killed soon after being captured. The Foreign Office said it had informed the family of Howes, 37 years old when he was kidnapped, that he probably died within weeks or months of his capture on March 26, 1996.",What happened before Howes was kidnapped?,,1
"""I hope the ceasefire will take effect in the West Bank as well, although it currently does not apply there; however, responsibility and good will may lead to the beginning of serious, open and direct negotiations between us and the Palestinians,"" Olmert was quoted as saying. The prime minister added that ""In the past few weeks the Israeli and Palestinian offices have been in constant contact, and there are understandings; but these must mature in negotiations, and I hope this will happen soon.""",What does Olmert hope will happen before a ceasefire can take effect?,"beginning, negotiations, happen, mature, negotiations",1
"The latest seizure came after ten pirates who were captured early this year by the United States Navy off the coast of the lawless nation were sentenced for seven years in Kenya this week for piracy and hijacking The U.S. seizure of the alleged pirates came amid a surge in hijackings off the coast of Somalia, where the International Maritime Bureau (IMB) had reported about 40 attacks on ships since mid-March of last year.",What event has begun but has not finished?,,1
"Among the other defendants are Taha Yassin Ramadan, Saddam's former vice president, and Awad Ahmed al-Bandar, the head judge of the scrapped revolutionary court. The process began with a brief opening on October 19, followed by a 40-day delay and a two-hour session on November 28 before a week-long adjournment until Monday's hearing.",What happened before the beginning of the process?,scrapped,1
The Zambian newspaper quoted the African Venture Capital Association (AVCA) as reporting the amount of private equity funds dropped to 557 million U.S. dollars from 971.8 million dollars in 2004. The level of overall private equity investment in Africa fell by 27 percent to 948.3 million dollars in 2005.,What happened after funds dropped?,"dropped, quoted, reporting, fell",1
"The proposal also called for replacing American and other Western troops in Saudi Arabia with Arab forces. The Bush administration immediately said it ""categorically "" rejects the proposals.",What event has already happened?,"proposal, rejects, proposals, said",1
"Egyptian Ambassador Ahmed Maher el-Sayed, on behalf of the African envoys, condemned the ""cowardly, criminal and tragic"" bombings. ""Terrorism is inconsistent with our African history, our tradition, our culture and our beliefs,"" he said.",What happened after the bombings?,"condemned, said",1
